sentence1	sentence2	pairID
naam, umesema una watoto wa umri gani	Una watoto wangapi?	850
naam, umesema una watoto wa umri gani	Ninasikitika kuskia kwamba haukuwa na uwezo wa kupata watoto.	851
naam, umesema una watoto wa umri gani	Ulisema una watoto, wana miaka ngapi.	852
labda hawakuwa watu wenye kipaji zaidi ulimwenguni lakini walikuwa wenye manufaa sana na walikuwa uh na mvutio kwa watu ambao walikuwa tayari kujifunza	Wanaweza kuwa hawakuwa wenye maarifa zaidi lakini walikuwa watu wa kirafiki sana na walivutiwa sana na wale wanaojifunza.	853
labda hawakuwa watu wenye kipaji zaidi ulimwenguni lakini walikuwa wenye manufaa sana na walikuwa uh na mvutio kwa watu ambao walikuwa tayari kujifunza	Walikuwa wenye busara kweli lakini walicheza kama bubu wakati walikuwa karibu wengine ambao hawakuwajua vizuri sana.	854
labda hawakuwa watu wenye kipaji zaidi ulimwenguni lakini walikuwa wenye manufaa sana na walikuwa uh na mvutio kwa watu ambao walikuwa tayari kujifunza	Walikuwa wa kipaji zaidi lakini walichukia mtu yeyote aliyejitahidi kujifunza.	855
Wakati mmoja tulikwenda jambo hilo huko tulirudi kutoka tukio na tukawasha  taa karibu na kambi na kuna cheche sio	'Skunk' ilikuwa ikisubiri sisi kurudi kwenye kambi.	856
Wakati mmoja tulikwenda jambo hilo huko tulirudi kutoka tukio na tukawasha  taa karibu na kambi na kuna cheche sio	Tulimpata mbuzi katika eneo la kambi baada ya kuzima taa.	857
Wakati mmoja tulikwenda jambo hilo huko tulirudi kutoka tukio na tukawasha  taa karibu na kambi na kuna cheche sio	Tuliporudi kutoka kwenye tukio tulipata skunk.	858
unajua watoto wangu wote huwa bora sana na nadhani hakuna anayejifunza kutoka kwa wavulana wakubwa pia lakini	Yeye amejifunza kutoka kwa watoto wakubwa wa kiume lakini wote wa watoto wangu wanamshinda.	859
unajua watoto wangu wote huwa bora sana na nadhani hakuna anayejifunza kutoka kwa wavulana wakubwa pia lakini	Ninajivunia sana kwa kiasi gani watoto wangu wanajua.	860
unajua watoto wangu wote huwa bora sana na nadhani hakuna anayejifunza kutoka kwa wavulana wakubwa pia lakini	Watoto wangu kweli wana upungufu wa akili.	861
Inawezakana watu wanaekeza taka zaidi kuzuia mjao na shida kuwa ni uzito.	Watu wanazuia kiasi cha takataka ni karibu na suala kuliko uzito wa taka halisi.	862
Inawezakana watu wanaekeza taka zaidi kuzuia mjao na shida kuwa ni uzito.	Watu hawastahili kukuwa na wasiwasi kuhusu kiwango cha takataka ikiwa watatupa takataka inavyofaa.	863
Inawezakana watu wanaekeza taka zaidi kuzuia mjao na shida kuwa ni uzito.	Watu wanahitaji kuzingatia kiasi na uzito wa takataka wanazotoa.	864
hivyo kama kuna kosa ni kosa lako nadhani.	Usijali, ikiwa kuna kosa nitasaidia kuchukua lawama.	868
hivyo kama kuna kosa ni kosa lako nadhani.	Kama kuna hitilafu, imetokana nawe.	869
hivyo kama kuna kosa ni kosa lako nadhani.	Ikiwa umefanya kosa unapaswa kuchukua umiliki wake.	870
Anajua sanasana kutengeneza mishono na mambo kama hayo na huwa zinakaa zimeshonwa kitaalamu.	Seam hizo zimefanywa kwa maarifa wa juu.	871
Anajua sanasana kutengeneza mishono na mambo kama hayo na huwa zinakaa zimeshonwa kitaalamu.	makunga yalifanywa kwa haraka na yamezembeka	872
Anajua sanasana kutengeneza mishono na mambo kama hayo na huwa zinakaa zimeshonwa kitaalamu.	Walichukuwa mda mrefu kumaliza mikunjo.	873
Ndiyo pahali pangu unapata wiki mbili wakati unapoanza na kisha kila mwaka wanakupa siku ya ziada mpaka uwe na wiki nne.	Muda wako uwa unaongezeka kila mwaka.	874
Ndiyo pahali pangu unapata wiki mbili wakati unapoanza na kisha kila mwaka wanakupa siku ya ziada mpaka uwe na wiki nne.	Wakati wako hauwezi kwenda juu ya siku tatu.	875
Ndiyo pahali pangu unapata wiki mbili wakati unapoanza na kisha kila mwaka wanakupa siku ya ziada mpaka uwe na wiki nne.	Wakati wako wa likizo huongezeka katika kazi za jiji.	876
Duh hiyo ndio nzuri kwa kuishi zaidi katika nchi, haufai kuhofia kuhusu hiyo.	Kuwa katika nyika hufanya uishi katika hofu ya mara kwa mara ya vitu kama vile.	877
Duh hiyo ndio nzuri kwa kuishi zaidi katika nchi, haufai kuhofia kuhusu hiyo.	Kitu kizuri kuwa kenye nyika ni kuwa hauna haja ya kujihusisha na mambo kama hayo.	878
Duh hiyo ndio nzuri kwa kuishi zaidi katika nchi, haufai kuhofia kuhusu hiyo.	Jambo jema ni kwamba kijijini mambo hayo hayakutii wasiwasi kama jijini.	879
oh oh bila shaka inaonekana ni kama tukuo bora	Hiyo inaonekana kama  mengi ya kujifurahisha au  kweli ya uchoshi.	880
oh oh bila shaka inaonekana ni kama tukuo bora	Hilo linaonekana kama safari ya ajabu.	881
oh oh bila shaka inaonekana ni kama tukuo bora	Hiyo inaonekana kama uzoefu mmbaya.	882
Sasa hivi niko na ndugu Ujeremani.	Wakati huu, nina ndugu anayeishi Jerumani.	886
Sasa hivi niko na ndugu Ujeremani.	Nina dada aliyepo sasa Cuba.	887
Sasa hivi niko na ndugu Ujeremani.	Nina dada anayezungumza Kijerumani.	888
Nina binti mdogo sasa na, uh, huwa ni ngumu kumpeleka yeye huko na kila kitu, lakini ninaenda ku, uh	Naweza pata binti yangu huko.	889
Nina binti mdogo sasa na, uh, huwa ni ngumu kumpeleka yeye huko na kila kitu, lakini ninaenda ku, uh	ni vigumu kwangu kuleta binti wangu hapa	890
Nina binti mdogo sasa na, uh, huwa ni ngumu kumpeleka yeye huko na kila kitu, lakini ninaenda ku, uh	Binti yangu ana njia yake ya kufika huko kwa sababu sasa anaweza kuendesha gari.	891
ndio kuwa na msimu mzuri wa kiangazi	Natarajia kuwa utapata likizo ya majira ya joto iliyojaa matatizo.	892
ndio kuwa na msimu mzuri wa kiangazi	Hakika majira ya joto yatakuwa hapa hivi karibuni.	893
ndio kuwa na msimu mzuri wa kiangazi	Ndio, kuwa na majira mazuri.	894
Sisi sio wahalisi ama kitu ingine lakini	Kwa kweli, huwa hatujioni wahalisia.	901
Sisi sio wahalisi ama kitu ingine lakini	Sisi ni wanaviumbe halisi na tunatukanwa kufikiriwa vinginevyo!	902
Sisi sio wahalisi ama kitu ingine lakini	Tungetamani ili siku moja sisi pia tuwe wanaviumbe, lakini kwa sasa sisi sio.	903
Nakumbuka mimi na babu yangu tulikuwa tunaenda barabarani kuviokota vibuyu vya pombe.	Kikundi cha watakuja pamoja na kuzoa taka kutoka kwenye mabarabara.	904
Nakumbuka mimi na babu yangu tulikuwa tunaenda barabarani kuviokota vibuyu vya pombe.	Nilikuwa nawasaidia babu na bibi wangu kwa kuokota mikebe barabarani.	905
Nakumbuka mimi na babu yangu tulikuwa tunaenda barabarani kuviokota vibuyu vya pombe.	Tulikua tunaenda kusherehekea kwa nyumba ya babayangu.	906
Kwa hivyo hili sio jaribio lako la kwanza na mbwa.	Inaonekana hii si mara yako ya kwanza na mbwa.	907
Kwa hivyo hili sio jaribio lako la kwanza na mbwa.	Samahani sikujua hii ilikuwa mara yako ya kwanza kumwona mbwa.	908
Kwa hivyo hili sio jaribio lako la kwanza na mbwa.	Hii si mara yako ya kwanza kushughulikia wanyama wa nymbani.	909
kwa hakika usipitie yadi zote tisa na	Unaweza tu kuniambia mwisho wa hadithi.	910
kwa hakika usipitie yadi zote tisa na	Si lazima ufanye jambo lolote.	911
kwa hakika usipitie yadi zote tisa na	Unahitaji kupitia kitu chote.	912
Mimi huishi nje ya chuo.	Siishi chuoni.	913
Mimi huishi nje ya chuo.	Naishi majengo machache mbali kutoka kampasi.	914
Mimi huishi nje ya chuo.	Ninaishi kwenye chuo.	915
wanaume, mimi ni wa bure, mtu mmoja aliingia na kumchoma mkewe wa zamani kisu na kumuua kwa sababu alikuwa amelala na mwanaume mwingine, namaanisha mke wa zamani, unajua tunazungumza na	Mume mmoja alimwua mke wake wa zamani kwa kulala na mtu mwingine baada ya kufunguliwa kutokana na kifungo cha awali.	919
